upper,effects,lower,ate,z_values
0.03468327494542417,-0.4249356749050203,-0.8845546247554648,0.0,-1.703181048890666
0.02700450755181455,-0.42401842010583135,-0.8750413477634773,0.0,-1.6538694329441326
0.018577236195950808,-0.42101132623552506,-0.860599888667001,0.0,-1.5739472046283698
0.01570613116264502,-0.4173589116284009,-0.8504239544194467,0.0,-1.497003369350394
0.015426377933050406,-0.4042790431710297,-0.8239844642751097,0.0,-1.3921711923944824
0.02954728457101824,-0.3915991587091747,-0.8127456019893677,0.0,-1.3142955331682065
0.061510732388460554,-0.35982552444255467,-0.7811617812735698,0.0,-1.2376413581057553
0.09967878609892172,-0.3244999292058938,-0.7486786445107094,0.0,-1.151452736389718
0.11598302664918525,-0.3035892191661745,-0.7231614649815342,0.0,-1.0825764805017208
0.12072254928567006,-0.28876834381703376,-0.6982592369197376,0.0,-1.0243658046747364
0.12102469863172943,-0.27517743492275965,-0.6713795684772488,0.0,-0.9546184357866814
0.11605174272768093,-0.26372443879340474,-0.6435006203144904,0.0,-0.9076830320544016
0.10142491114647767,-0.2511547081376579,-0.6037343274217934,0.0,-0.8559061581643023
0.09113747934102387,-0.23788665848978593,-0.5669107963205957,0.0,-0.8072833883893775
0.08453958595479902,-0.21016879358261523,-0.5048771731200294,0.0,-0.7126418432086534
0.08884670731387526,-0.16440327271317232,-0.4176532527402199,0.0,-0.6391104561673464
0.0976885049366549,-0.11926163942005677,-0.3362117837767684,0.0,-0.584878157321284
0.08834395566901487,-0.07650370026209502,-0.2413513561932049,0.0,-0.524097593157905
0.09430223426292662,-0.04355037053053333,-0.1814029753239933,0.0,-0.46858852772872656
0.12845732721864717,0.00634513003908653,-0.11576706714047409,0.0,-0.3912941550027762
0.1861410976572898,0.054856202176496796,-0.07642869330429623,0.0,-0.3215992115937141
0.24303476476259692,0.087775313072988,-0.06748413861662092,0.0,-0.25946482402049914
0.2917167282609795,0.10733793853533996,-0.0770408511902996,0.0,-0.15596772805278009
0.3032957969895167,0.11512421590895533,-0.07304736517160601,0.0,-0.0957796262837336
0.3320680588915815,0.13486752090222165,-0.062333017087138176,0.0,-0.01905420610035302
0.3562867302604155,0.15000814758516687,-0.05627043509008178,0.0,0.05285780101162307
0.37975384630416564,0.1621426229619561,-0.05546860038025342,0.0,0.10941182240176406
0.4035940509423944,0.17278500985114006,-0.05802403124011429,0.0,0.17805017014536229
0.4336028157974211,0.18798126611324054,-0.057640283570940004,0.0,0.267709518263319
0.44313720087490877,0.190557763269321,-0.06202167433626676,0.0,0.3524254616134985
0.43879655353733193,0.1890765352791782,-0.06064348297897554,0.0,0.3967007120681454
0.43119062204601694,0.18876364099795911,-0.05366334005009871,0.0,0.47706458432780585
0.42546433843870873,0.1901836168252103,-0.045097104788288156,0.0,0.5552102505834607
0.42394058824262354,0.19474217868899737,-0.03445623086462879,0.0,0.6180680164628675
0.4322366035123838,0.20366175730288336,-0.024913088906617115,0.0,0.683362415291856
0.44286330242376515,0.2083808714596184,-0.02610155950452836,0.0,0.7516821820816219
0.4545404730380462,0.2111065654752201,-0.03232734208760596,0.0,0.8032528507228828
0.4643413867248076,0.20595691360024598,-0.05242755952431566,0.0,0.8874016402339868
0.4642710211499696,0.19985019440980611,-0.06457063233035737,0.0,0.9446558350564406
0.4646804070750513,0.19403880823978387,-0.07660279059548358,0.0,1.0149798303215998
0.4656224504380828,0.1914514346002774,-0.08271958123752801,0.0,1.0634540622374122
0.4738696402650758,0.19118593174258908,-0.09149777677989762,0.0,1.1211406188508906
0.48059963217922014,0.1930179118704634,-0.09456380843829332,0.0,1.1867166120962227
0.48822584635555194,0.20226529962622936,-0.08369524710309323,0.0,1.270190063593842
0.49786138023744997,0.21097055266797993,-0.07592027490149011,0.0,1.3792057438688927
0.49624953375509306,0.20736849468208515,-0.08151254439092273,0.0,1.469120907688674
0.5047300018801463,0.20745838562020147,-0.08981323063974334,0.0,1.5176831600188423
0.5092289201448282,0.20722173051052623,-0.09478545912377578,0.0,1.5694974089450175
0.5138122498492877,0.20895151382829905,-0.09590922219268969,0.0,1.6470348959634276
0.5227239934247193,0.21399483590563975,-0.09473432161343978,0.0,1.7144906242704714
