upper,effects,lower,ate,ate_upper,ate_lower,z_values
0.3651115687717042,-0.13996683151747807,-0.6450452318066604,-0.12449484126476149,0.36678697248066816,-0.6157766550101911,0.0
0.4307069897269237,-0.05989267520064315,-0.5504923401282099,-0.12449484126476149,0.36678697248066816,-0.6157766550101911,1.0
0.3723573435354921,-0.1239943609787746,-0.6203460654930413,-0.12449484126476149,0.36678697248066816,-0.6157766550101911,2.0
0.42524505262076095,-0.0466869805221678,-0.5186190136650966,-0.12449484126476149,0.36678697248066816,-0.6157766550101911,3.0
0.337143586870215,-0.16660876848085676,-0.6703611238319285,-0.12449484126476149,0.36678697248066816,-0.6157766550101911,4.0
0.37982948661442406,-0.12410904253956558,-0.6280475716935552,-0.12449484126476149,0.36678697248066816,-0.6157766550101911,5.0
0.3380437858664313,-0.1786594625638393,-0.6953627109941098,-0.12449484126476149,0.36678697248066816,-0.6157766550101911,6.0
0.3409721331052644,-0.15660674355714518,-0.6541856202195548,-0.12449484126476149,0.36678697248066816,-0.6157766550101911,7.0
0.36158568890512505,-0.13246409086521332,-0.6265138706355518,-0.12449484126476149,0.36678697248066816,-0.6157766550101911,8.0
0.3168509558962068,-0.1799793374353953,-0.6768096307669974,-0.12449484126476149,0.36678697248066816,-0.6157766550101911,9.0
