upper,effects,lower,ate,z_values
0.1073493919879235,-0.016313812408922157,-0.1399770168057678,0.0,0.0
0.2100251944359594,0.06941110847253681,-0.07120297749088578,0.0,1.0
0.18178432903348302,0.07264702008794569,-0.03649028885759163,0.0,2.0
0.0830994170881633,-0.0006145547749288743,-0.08432852663802105,0.0,3.0
0.07755097914680287,-0.004771971841357996,-0.08709492282951886,0.0,4.0
0.08929460743324313,-0.06057945179406518,-0.2104535110213735,0.0,5.0
0.052424205286860995,-0.026988663194444183,-0.10640153167574935,0.0,6.0
0.0964116388809474,-0.038030908660482324,-0.17247345620191207,0.0,7.0
0.07412366408861847,0.004511247453356081,-0.0651011691819063,0.0,8.0
0.06045572792081314,-0.009156996170478111,-0.07876972026176937,0.0,9.0
