upper,effects,lower,ate,z_values
0.050796537552861676,-0.3694297121817058,-0.7896559619162733,0.0,-1.7144182573044016
0.05283505073297834,-0.3655612141754234,-0.7839574790838252,0.0,-1.658484742346402
0.03876758455306173,-0.37543552061010804,-0.7896386257732778,0.0,-1.576011262540505
0.0276649498865848,-0.38478145198549674,-0.7972278538575783,0.0,-1.5246816375261607
-0.004269479983976199,-0.4097565480712374,-0.8152436161584986,0.0,-1.4525121304638227
-0.0342504510124399,-0.430099584302697,-0.8259487175929541,0.0,-1.3917007202410199
-0.0583689878832489,-0.4465092669790263,-0.8346495460748038,0.0,-1.3512796738283397
-0.0993271229736854,-0.47232564101098773,-0.8453241590482901,0.0,-1.2911313308400365
-0.13725363345235342,-0.4979802990904278,-0.8587069647285022,0.0,-1.216236212856429
-0.15759605129702753,-0.514979244503518,-0.8723624377100083,0.0,-1.155487407628078
-0.16742511859704112,-0.522729534790054,-0.8780339509830669,0.0,-1.1113378338892788
-0.15943109139507738,-0.5157158011163059,-0.8720005108375344,0.0,-1.0552414573892461
-0.1462018540428981,-0.5009725761842867,-0.8557432983256753,0.0,-0.9733962062337137
-0.13076560079838395,-0.4798601884451248,-0.8289547760918656,0.0,-0.9024451097017911
-0.12097767384914493,-0.47014964384631686,-0.8193216138434888,0.0,-0.8662282981810873
-0.10495713499963932,-0.4531179672959159,-0.8012787995921925,0.0,-0.8156291692951694
-0.07546399901053796,-0.4190671273492252,-0.7626702556879124,0.0,-0.7265906511140023
-0.0626539072239326,-0.3888394792185298,-0.715025051213127,0.0,-0.6776854105773392
-0.012068332872872012,-0.279201695879547,-0.546335058886222,0.0,-0.5831458420782769
0.028650410413540828,-0.18592675740735698,-0.4005039252282548,0.0,-0.5147143555393721
0.11407013342580771,-0.06332609171706849,-0.2407223168599447,0.0,-0.4071844506396704
0.1576869883425933,-0.02575861220481925,-0.2092042127522318,0.0,-0.3621069725522465
0.22235118012295485,0.03205349819380164,-0.1582441837353516,0.0,-0.2936618410852831
0.2650003728153752,0.06927983144130814,-0.1264407099327589,0.0,-0.24507315761377124
0.30924348271287777,0.11075868826284656,-0.08772610618718464,0.0,-0.17492247994997207
0.35214427310878466,0.14815209880136593,-0.0558400755060528,0.0,-0.09192683918267891
0.39081850679714336,0.17388455046829637,-0.043049405860550616,0.0,-0.03110224584385124
0.4471275756262727,0.21098583992980813,-0.025155895766656472,0.0,0.03295584469496732
0.512892763848515,0.24597716305476414,-0.020938437738986793,0.0,0.10014427940389098
0.5466267695722766,0.2760434346352088,0.0054600996981409855,0.0,0.17811550281354144
0.6052297010273886,0.32603317291139233,0.04683664479539601,0.0,0.2818047468804571
0.6469223651697519,0.3612367576980787,0.07555115022640557,0.0,0.3606772137689366
0.6856167887962819,0.3876606976535957,0.0897046065109095,0.0,0.45794210337667784
0.6724097738511041,0.3724430382935102,0.07247630273591638,0.0,0.5505622722333529
0.672652812268054,0.36604015436969944,0.05942749647134493,0.0,0.622113222680239
0.6704613941315829,0.3601316045190726,0.04980181490656238,0.0,0.6982756989430325
0.662692580966403,0.3502372691834287,0.03778195740045437,0.0,0.755945184769382
0.6551936212204141,0.3440806165162716,0.03296761181212898,0.0,0.8161410763236865
0.6586450540639968,0.3432779729409172,0.027910891817837735,0.0,0.8791384908322851
0.648187863869575,0.3344541567447109,0.020720449619846815,0.0,0.9190562870805149
0.623030655103296,0.3084616725976056,-0.006107309908084835,0.0,1.0052655775049524
0.6007195764347846,0.28259294604399754,-0.035533684346789496,0.0,1.092372034321898
0.6116995888185432,0.2901429511594603,-0.03141368649962262,0.0,1.1670961869596086
0.6364642296673397,0.30991948677466485,-0.01662525611801008,0.0,1.2228798455246896
0.6820792138940843,0.35198704594233254,0.021894877990580708,0.0,1.336605659062951
0.7249010232691664,0.39102567886641937,0.05715033446367229,0.0,1.4079242761109105
0.7287865444501378,0.4228170990400789,0.11684765363002003,0.0,1.463198831570996
0.7456438065625819,0.4386429305807948,0.13164205459900763,0.0,1.5259295550013
0.757109308289035,0.44953149478228016,0.14195368127552532,0.0,1.6278966407640985
0.7636391921160737,0.455317504404092,0.14699581669211043,0.0,1.6755878775909374
