ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
0.8066248272301304,0.682129985965369,-0.12449484126476149,0.1888358789171785,0.2675433672549955,0.2506585925152696,4.271565508924858,2.549605295635048,0.4966709499782159,1.9412338195326703e-05,0.01078464176717118,0.6194212204409599
