line_Treat 0,line_Treat 1,line_Treat 2,bin_Treat 0,bin_Treat 1,bin_Treat 2
0.4586226253546653,0.24907285596754367,0.3015594433048479,0.15471904761904767,0.16426150793650804,0.11669722222222215
1.1050133459820253,0.7814487478596223,0.901559604328943,0.18744335317460326,0.20347151675485015,0.16112288359788357
2.1934974838081374,1.8765952661059433,2.0442530946857955,0.2201676587301588,0.24268152557319228,0.205548544973545
3.58727216601087,3.449345927527912,3.5155525305254827,0.25289196428571437,0.2818915343915344,0.24997420634920642
4.833359348475247,4.852872747516554,4.585336662132286,0.28561626984127,0.3211015432098765,0.2943998677248678
5.365267902484258,5.225851608080458,4.535942827747865,0.3183405753968256,0.36031155202821863,0.33882552910052927
4.9067203818451866,4.307360898826137,3.403162009358696,0.3510648809523811,0.39952156084656076,0.3832511904761907
3.6969942656892476,2.7174494052730154,1.9364950227439108,0.3837891865079367,0.4387315696649029,0.4276768518518521
2.2949002553073705,1.3122231351693214,0.8357355070130563,0.4165134920634923,0.47794157848324503,0.4721025132275135
1.1736441046604802,0.4850091495039625,0.2735520861200769,0.4492377976190478,0.5171515873015872,0.5165281746031749
0.4945003450189626,,,0.4819621031746034,,
0.17165416529056643,,,0.514686408730159,,
0.04909074959855176,,,0.5474107142857145,,
