line_Treat 0,line_Treat 1,line_Treat 2,bin_Treat 0,bin_Treat 1,bin_Treat 2
0.1224325722305434,0.6296982810896579,0.8829051626868818,0.16738300865800868,0.1518511904761905,0.07129682539682544
0.4129869489430074,1.4570097533011501,1.885626141646433,0.22784922639089303,0.19639211596484327,0.10997438672438675
1.0591840551900689,2.660310187904141,3.2260563910828752,0.2883154441237774,0.24093304145349603,0.14865194805194806
2.065391067617525,3.8330277528667573,4.421434020088349,0.34878166185666176,0.28547396694214877,0.18732950937950937
3.0621672531143127,4.358043063527395,4.854328612732463,0.4092478795895461,0.33001489243080157,0.22600707070707068
3.451844907119438,3.910037642682147,4.269431267155188,0.4697140973224305,0.37455581791945436,0.264684632034632
2.958485154186996,2.768281350895162,3.008054566132088,0.5301803150553148,0.4190967434081071,0.3033621933621933
1.9278945136050853,1.5466049045268049,1.6977597131103273,0.5906465327881992,0.4636376688967599,0.34203975468975467
0.9551968768174,0.6818493119313428,0.76761166777865,0.6511127505210835,0.5081785943854127,0.38071731601731595
0.3598307494750716,0.23721235087408282,0.2780236502391,0.7115789682539679,0.5527195198740653,0.41939487734487724
,0.0651217490004439,0.08066715576744989,,0.5972604453627182,0.4580724386724385
,0.014107650175230592,0.018749365612426266,,0.6418013708513709,0.4967499999999999
