outcome_lc2vs0_iate_sim,outcome_lc2vs0_iate_est
0.3591247508200697,-0.3462169816558177
0.3591247508200697,-0.3175441119710055
0.3591247508200697,-0.27824304449853543
0.3591247508200697,-0.25937441818050555
0.3591247508200697,-0.20400181516475357
0.3591247508200697,-0.19479164152702463
0.3591247508200697,-0.1552031889021163
0.3591247508200697,-0.15154791784897445
0.3591247508200697,-0.13617464840305726
0.3591247508200697,-0.1351551163568713
0.3591247508200697,-0.13078721956804035
0.3591247508200697,-0.12835857503560943
0.3591247508200697,-0.11500787628443618
0.3591247508200697,-0.10953850625857242
0.3591247508200697,-0.1060231072410513
0.3591247508200697,-0.10451893065964474
0.3591247508200697,-0.09981723859323069
0.3591247508200697,-0.09801866968101375
0.3591247508200697,-0.09073362786855055
0.3591247508200697,-0.08823098379034838
0.3591247508200697,-0.08519923585892036
0.3591247508200697,-0.07899483038865535
0.3591247508200697,-0.0745712487841671
0.3591247508200697,-0.07162648084274703
0.35584534744018204,-0.06512603977167375
0.35461814572981093,-0.06091609443105506
0.3522376451431168,-0.044887138913241226
0.35427754711068205,-0.03532486298636234
0.3515002842664646,-0.030716972453465496
0.35055629191634763,-0.02656350145475944
0.35215836496529146,-0.0224832475364731
0.35120687149837326,-0.017544234644637946
0.3493334071689542,-0.017345836140278237
0.3525654755472418,-0.00685747663797992
0.34966807498539965,-0.0066335215666685765
0.35020228413412413,0.004138338346706849
0.34729579712321323,0.00856417895795869
0.3498043421364279,0.010285026791306329
0.34897721693553835,0.012230908467959878
0.34905820906531837,0.015238745329908099
0.3494136927983412,0.015595786813145107
0.3543169786148406,0.026887930788594583
0.3575761573312079,0.02975579352684754
0.3568670256306526,0.03699076952366104
0.3555477342770048,0.03931015974874713
0.3553296108643311,0.04127978308887564
0.3577267344283981,0.05791307687415109
0.3597817957706767,0.058526509032313656
0.35757285084471635,0.06218123350155788
0.3581902162777827,0.064627132645735
0.35944571470774933,0.06753006479668797
0.3617101305546642,0.07650680131364829
0.3646158599216047,0.076685665836207
0.3635404474804369,0.07984625022064024
0.3594672773138451,0.08230528069194593
0.35682201765316957,0.08412269381999549
0.35036677516044823,0.08423287051716277
0.3519299714869558,0.0851923645778137
0.35082722961875024,0.08567627038310893
0.3501525481638718,0.08697269666387403
0.34880197448087596,0.09033497882270367
0.3454312921632624,0.0918356092940456
0.34441800402285117,0.09407201845104565
0.34602492039088406,0.09987469355413309
0.34094418041879454,0.10090263573948635
0.339896078917152,0.10707037074435999
0.3403618314070466,0.10729344957662698
0.3442564862031213,0.1076375987957604
0.3427464583099134,0.11511861424050124
0.34135518708625356,0.11516488352776716
0.3401296171790731,0.11594898736822157
0.33934388874866206,0.11698195075570109
0.3408347410106586,0.11847412634678442
0.3419814241799624,0.11850961118633274
0.3395119214238098,0.11989583412226162
0.3379506378607522,0.12273814882852518
0.33836450760635794,0.1262171011004582
0.33707249351684754,0.12951886584571623
0.3348351147511657,0.1343973615389404
0.334063524451912,0.13462245421674135
0.33093966590656154,0.13529125541624262
0.3273214395701197,0.13739284049325323
0.32559680437107497,0.1404568002722711
0.3274882941949657,0.1431865694348899
0.3286536199188508,0.14369357322488385
0.3261139853998972,0.14375308901324146
0.32770095651491443,0.14440862686908945
0.3272790326655499,0.1445526072270415
0.3253141160524522,0.14464030393511568
0.3244146105777564,0.1455152254776598
0.3208687465486694,0.1485713234093124
0.3236625773830194,0.15194550667196494
0.3241678088075208,0.15238115714165493
0.32666441724599304,0.1555776292359891
0.3222820107713288,0.15677595316623233
0.31977577469479157,0.15955476603210272
0.3213949415068118,0.16056503820249377
0.31490408771258216,0.16455114974002755
0.31106289449732216,0.16917945284628552
0.31035544303603624,0.169388490979005
0.3048190962191829,0.1705449017260086
0.30168898546343825,0.1745290365385565
0.3029901988425051,0.1775836581182957
0.3012643878658211,0.1778464843122744
0.30392965079270695,0.1821687440352248
0.30361348268251687,0.18248958074563545
0.30378619886012703,0.18352061984242443
0.3060378090433986,0.18734710312964903
0.3021303025491795,0.18754684764744745
0.30325908203267316,0.19239719050779375
0.30483144175297405,0.19570494058904678
0.3072588043662661,0.19813792486018195
0.3098015797698638,0.19976676166864965
0.3077164258467687,0.20282785944974335
0.3069327064704771,0.2054831565771586
0.3055710829118866,0.20813848584692962
0.3034938213796915,0.2092088648944423
0.3031286321291227,0.20922714456151187
0.29795630703345966,0.21111975270716915
0.2998803334903406,0.21568157770912932
0.2974397117849062,0.2170912921444227
0.29972755126027595,0.21905363527221922
0.30555347531782556,0.2198954324710986
0.30584450776909944,0.2203679131106387
0.3036700059101185,0.22071671086048542
0.30425319947721086,0.22121424009566984
0.3007530975628346,0.22125729049014484
0.3001209256299602,0.22184714452129325
0.2983535326997435,0.2244781633231833
0.29608321448731584,0.2283619051575728
0.294993457646905,0.2351297697549114
0.2933580505921084,0.237652606431479
0.2923382654800309,0.23954680350978957
0.2910184734672152,0.24019640026723235
