ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
0.7938101990691026,0.6491214146961459,-0.14468878437295662,0.18856592128915511,0.2776058687190982,0.26086040666929333,4.20972248666205,2.3382841929504528,0.5546598129642047,2.557068477151703e-05,0.019372706456457108,0.5791274928785732
