ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
1.1874674071480185,1.0331052097765738,-0.15436219737144463,0.14496632761344505,0.14880542149181314,0.15024569902745263,8.191332612870063,6.942658401954881,1.0273984438199448,2.5864908480660886e-16,3.850218500294656e-12,0.3042331324728653
