line_Treat 0,line_Treat 1,line_Treat 2,bin_Treat 0,bin_Treat 1,bin_Treat 2
0.1977447741041104,0.20341298970914776,0.2396834518661574,0.05420039682539688,0.051021464646464634,0.0585444444444445
0.4512879986592246,0.5307486672655047,0.5861740514961765,0.10238057133838385,0.09962635281385282,0.11196320346320351
0.8904775920906128,1.1408915102839414,1.1883584981660824,0.15056074585137083,0.148231240981241,0.16538196248196252
1.519191942822033,2.020435503240498,1.9971041369657476,0.19874092036435778,0.1968361291486292,0.21880072150072152
2.240901376294638,2.9477513104458746,2.782186856176102,0.24692109487734476,0.24544101731601736,0.27221948051948053
2.8579411400928434,3.5430876621470335,3.2129519152966837,0.29510126939033177,0.29404590548340553,0.32563823953823956
3.151405284075124,3.508473180475998,3.0757745960685896,0.3432814439033187,0.3426507936507937,0.37905699855699854
3.004524013850277,2.862197718621495,2.440827756930488,0.3914616184163057,0.3912556818181819,0.4324757575757575
2.476666569477527,1.9236511134269172,1.605654531940046,0.4396417929292927,0.43986056998557005,0.48589451659451655
1.7651428034438488,1.0651191475363113,0.8755872595132327,0.4878219674422796,0.4884654581529582,0.5393132756132756
1.0877086761263766,0.4858646280098354,0.3958030221971332,0.5360021419552666,0.5370703463203464,0.5927320346320346
0.57951646689048,0.18259024866350473,0.1483170662898964,0.5841823164682536,0.5856752344877346,0.6461507936507935
0.2669558307478793,0.05653079386403853,0.046071833422789366,0.6323624909812405,0.6342801226551228,0.6995695526695526
0.10632453278079615,,0.011863482998809141,0.6805426654942275,,0.7529883116883116
0.036614069103244044,,0.002532335698691561,0.7287228400072145,,0.8064070707070705
0.010901417002298382,,0.00044808735740297853,0.7769030145202015,,0.8598258297258295
0.002806327488761795,,,0.8250831890331884,,
