ATE_10,ATE_20,ATE_21,ATE_SE_10,ATE_SE_20,ATE_SE_21,ATE_t_10,ATE_t_20,ATE_t_21,ATE_p_10,ATE_p_20,ATE_p_21
1.1921852956714005,1.027657805091257,-0.16452749058014343,0.14402365911510945,0.14838855569962608,0.15000945238428107,8.277704531298976,6.925451900559516,1.0967808225755755,1.2572408348330556e-16,4.348463012745123e-12,0.27273747951674493
