upper,effects,lower,ate,z_values
0.20090465415805178,-0.14947862554494915,-0.49986190524795004,0.0,-1.703181048890666
0.18505265348313865,-0.1506967249070622,-0.48644610329726307,0.0,-1.6538694329441326
0.17785042121230724,-0.15212164370059653,-0.4820937086135003,0.0,-1.5739472046283698
0.17771599257770285,-0.1481336918948634,-0.4739833763674296,0.0,-1.497003369350394
0.1693716996060949,-0.15151715950797504,-0.472406018622045,0.0,-1.3921711923944824
0.16616483971692764,-0.15393298888757279,-0.4740308174920732,0.0,-1.3142955331682065
0.15656453312624632,-0.1597993172714415,-0.47616316766912936,0.0,-1.2376413581057553
0.15463417895141535,-0.1587136353935611,-0.47206144973853753,0.0,-1.151452736389718
0.15318028544609533,-0.15824868110427068,-0.4696776476546367,0.0,-1.0825764805017208
0.14559931151663527,-0.15754851925626037,-0.460696350029156,0.0,-1.0243658046747364
0.14076273381350998,-0.15128689033356,-0.44333651448062994,0.0,-0.9546184357866814
0.13149636503886777,-0.14965206572253967,-0.43080049648394714,0.0,-0.9076830320544016
0.12350715683773794,-0.14536397902190695,-0.41423511488155185,0.0,-0.8559061581643023
0.12057266283838397,-0.1352692727760621,-0.39111120839050817,0.0,-0.8072833883893775
0.10892511548490288,-0.12015799849751577,-0.3492411124799344,0.0,-0.7126418432086534
0.09061480744724013,-0.1043125815902464,-0.2992399706277329,0.0,-0.6391104561673464
0.07289786391213537,-0.08818677451372042,-0.24927141293957622,0.0,-0.584878157321284
0.06082944603899701,-0.06655740778349215,-0.1939442616059813,0.0,-0.524097593157905
0.05955236728149385,-0.044906736936427064,-0.14936584115434798,0.0,-0.46858852772872656
0.0721880280473641,-0.021361169687465584,-0.11491036742229527,0.0,-0.3912941550027762
0.10321653640929249,-0.00177318932009176,-0.10676291504947602,0.0,-0.3215992115937141
0.15531538711901524,0.025574433016483746,-0.10416652108604776,0.0,-0.25946482402049914
0.20183175878633916,0.052152100160762264,-0.09752755846481462,0.0,-0.15596772805278009
0.23385797762680532,0.07731917844607147,-0.07921962073466238,0.0,-0.0957796262837336
0.27045468612557827,0.10322002884224518,-0.0640146284410879,0.0,-0.01905420610035302
0.3059729537039587,0.13416494903134935,-0.037643055641260026,0.0,0.05285780101162307
0.34362293751618583,0.16678805465775998,-0.01004682820066588,0.0,0.10941182240176406
0.38093275172467805,0.19692106097715062,0.012909370229623185,0.0,0.17805017014536229
0.41854322441178904,0.22460147388130355,0.03065972335081804,0.0,0.267709518263319
0.41961788203018224,0.22218586017245534,0.02475383831472841,0.0,0.3524254616134985
0.40079447513238053,0.20680264033596002,0.012810805539539477,0.0,0.3967007120681454
0.3611112070603922,0.1702560659785316,-0.02059907510332898,0.0,0.47706458432780585
0.2919423572500211,0.11013372234731326,-0.07167491255539458,0.0,0.5552102505834607
0.25325729822956866,0.0761131402340168,-0.10103101776153506,0.0,0.6180680164628675
0.23584402132565752,0.06061061308480843,-0.11462279515604064,0.0,0.683362415291856
0.23436216225973827,0.055210528711660836,-0.12394110483641661,0.0,0.7516821820816219
0.244326696033011,0.058329583899798775,-0.12766752823341343,0.0,0.8032528507228828
0.24874710018553875,0.05549181496750969,-0.13776347025051938,0.0,0.8874016402339868
0.24826672062165167,0.04613722283537422,-0.15599227495090323,0.0,0.9446558350564406
0.24189190960884235,0.031491565336419836,-0.17890877893600268,0.0,1.0149798303215998
0.23836802560303705,0.020070726685662357,-0.1982265722317123,0.0,1.0634540622374122
0.22540839837236565,0.00015323274877650228,-0.22510193287481267,0.0,1.1211406188508906
0.2103219456361411,-0.021443707201318538,-0.25320936003877814,0.0,1.1867166120962227
0.20286979542894829,-0.03805226261986393,-0.27897432066867617,0.0,1.270190063593842
0.24114960780693578,-0.0010173587236206039,-0.243184325254177,0.0,1.3792057438688927
0.2808529768892827,0.047815014445873646,-0.18522294799753536,0.0,1.469120907688674
0.3018242679493413,0.06927491272816351,-0.16327444249301432,0.0,1.5176831600188423
0.3186710603956961,0.08726934002197172,-0.1441323803517527,0.0,1.5694974089450175
0.3599114394301407,0.12439907902753738,-0.11111328137506596,0.0,1.6470348959634276
0.39988820299332717,0.16029679330859561,-0.07929461637613597,0.0,1.7144906242704714
