upper,effects,lower,ate,z_values
0.053662908042307736,-0.015620107513169544,-0.08490312306864682,0.0,0.0
0.21227064473834317,0.10756017084201067,0.0028496969456781734,0.0,1.0
0.12064303036318982,0.04296791431236283,-0.034707201738464165,0.0,2.0
0.09244819958109513,0.03307238755642153,-0.026303424468252068,0.0,3.0
0.04971705103621275,-0.016451462559329347,-0.08261997615487145,0.0,4.0
-0.05293243151660697,-0.15072354006710245,-0.24851464861759792,0.0,5.0
0.17345932276251524,0.0860830736388984,-0.0012931754847184396,0.0,6.0
0.1272036871220812,0.013668436306643867,-0.09986681450879345,0.0,7.0
-0.0070047373919885775,-0.07209633370013994,-0.13718793000829133,0.0,8.0
0.06650976831815268,-0.021305056371494574,-0.10911988106114183,0.0,9.0
