upper,effects,lower,ate,z_values
0.02641778725971866,-0.4088712806023402,-0.844160348464399,0.0,-1.703181048890666
0.020972179820910486,-0.4083313208099927,-0.8376348214408958,0.0,-1.6538694329441326
0.008359190960227247,-0.4093312924045674,-0.8270217757693621,0.0,-1.5739472046283698
0.0028655961261649376,-0.4106017520880122,-0.8240691003021894,0.0,-1.497003369350394
0.0025456923782726237,-0.4041099663668724,-0.8107656251120174,0.0,-1.3921711923944824
0.014685830202393002,-0.3914257214905968,-0.7975372731835866,0.0,-1.3142955331682065
0.039210186733846464,-0.3629716457433784,-0.7651534782206033,0.0,-1.2376413581057553
0.07913322659567157,-0.3296561668471292,-0.7384455602899299,0.0,-1.151452736389718
0.09753585208967724,-0.3101697360455295,-0.7178753241807363,0.0,-1.0825764805017208
0.10313141596785491,-0.29741753388082237,-0.6979664837294997,0.0,-1.0243658046747364
0.10140795982409212,-0.2859651278225168,-0.6733382154691258,0.0,-0.9546184357866814
0.09770028136389924,-0.27721780636770216,-0.6521358940993036,0.0,-0.9076830320544016
0.08475716324844501,-0.26858961488697464,-0.6219363930223942,0.0,-0.8559061581643023
0.07611584213519668,-0.25795167873551667,-0.5920191996062301,0.0,-0.8072833883893775
0.0736661000700142,-0.23266796149567323,-0.5390020230613607,0.0,-0.7126418432086534
0.07751616047191259,-0.18888689172521841,-0.45528994392234945,0.0,-0.6391104561673464
0.08241167936167337,-0.14415766587111067,-0.3707270111038947,0.0,-0.584878157321284
0.06759284534427254,-0.09917669998568793,-0.26594624531564837,0.0,-0.524097593157905
0.07349072627749102,-0.06218697600089097,-0.19786467827927295,0.0,-0.46858852772872656
0.11262514569166276,-0.004934131177184074,-0.12249340804603093,0.0,-0.3912941550027762
0.1771920142673124,0.05298140436413268,-0.07122920553904703,0.0,-0.3215992115937141
0.25524055226321574,0.09429453590337263,-0.0666514804564705,0.0,-0.25946482402049914
0.3065951811385179,0.12290543761041191,-0.060784305917694084,0.0,-0.15596772805278009
0.3257443252005857,0.13338801444850462,-0.05896829630357647,0.0,-0.0957796262837336
0.3534798145931881,0.15250607382654394,-0.04846766694010021,0.0,-0.01905420610035302
0.3755938212170671,0.16589434108003634,-0.043805139056994374,0.0,0.05285780101162307
0.39173075663290463,0.17470243369256303,-0.04232588924777858,0.0,0.10941182240176406
0.40736879813082505,0.18059380538026565,-0.046181187370293725,0.0,0.17805017014536229
0.42689427729791063,0.18965787758649347,-0.04757852212492372,0.0,0.267709518263319
0.4314074767464971,0.18960028470766832,-0.05220690733116046,0.0,0.3524254616134985
0.42868408467403984,0.18842099517947453,-0.051842094315090764,0.0,0.3967007120681454
0.4257478365312838,0.18972692056424434,-0.04629399540279511,0.0,0.47706458432780585
0.42591037264866766,0.1944654723656528,-0.036979427917362084,0.0,0.5552102505834607
0.42685731044723707,0.2004379334288017,-0.02598144358963364,0.0,0.6180680164628675
0.43423503628524585,0.20848415743770282,-0.017266721409840202,0.0,0.683362415291856
0.43680780392075486,0.21230121681417266,-0.012205370292409534,0.0,0.7516821820816219
0.4454011536947793,0.21474793437953782,-0.015905284935703645,0.0,0.8032528507228828
0.45595624860215245,0.21099515903993835,-0.03396593052227578,0.0,0.8874016402339868
0.47068537581523706,0.2075938757213652,-0.05549762437250669,0.0,0.9446558350564406
0.4781901812213791,0.2049543874838896,-0.06828140625359985,0.0,1.0149798303215998
0.4814384657070338,0.2038197165908529,-0.07379903252532799,0.0,1.0634540622374122
0.4866056228795639,0.20393135813378288,-0.07874290661199812,0.0,1.1211406188508906
0.49266435320195,0.20326204857994634,-0.08614025604205733,0.0,1.1867166120962227
0.49362415980646757,0.2051497549345019,-0.08332464993746372,0.0,1.270190063593842
0.49427392526098995,0.20592657958669552,-0.0824207660875989,0.0,1.3792057438688927
0.49319090975611746,0.20271654485005128,-0.08775782005601487,0.0,1.469120907688674
0.5010127379837042,0.20370318625349065,-0.09360636547672285,0.0,1.5176831600188423
0.505034360502024,0.20519435391670776,-0.09464565266860853,0.0,1.5694974089450175
0.5097038723251656,0.20932972225253876,-0.09104442782008804,0.0,1.6470348959634276
0.5200583389143281,0.2150406392662197,-0.08997706038188868,0.0,1.7144906242704714
