upper,effects,lower,ate,z_values
0.01943133117588016,-0.04537901038444624,-0.11018935194477264,0.0,0.0
0.25174289602260896,0.1485043611468591,0.045265826271109255,0.0,1.0
0.08834042434093908,0.018335988275148124,-0.051668447790642835,0.0,2.0
0.03670149090527737,-0.023220739254013238,-0.08314296941330385,0.0,3.0
0.08249292317426861,0.012847952090086809,-0.05679701899409499,0.0,4.0
0.007278562372649011,-0.08235954197458795,-0.1719976463218249,0.0,5.0
0.09154953318519567,0.021839312253874265,-0.04787090867744713,0.0,6.0
0.018412997744586504,-0.06646650051316516,-0.1513459987709168,0.0,7.0
0.06526483822233574,0.00335002781020095,-0.058564782601933846,0.0,8.0
0.02398340633695198,-0.0580806659258645,-0.14014473818868098,0.0,9.0
