outcome_lc1vs0_iate_sim,outcome_lc1vs0_iate_est
0.17888255135861633,0.12223063249266514
0.17888255135861633,0.1408235959911346
0.17888255135861633,0.15721757796212976
0.17888255135861633,0.16234090951812824
0.17888255135861633,0.1746188536768978
0.17888255135861633,0.17643285590738264
0.17888255135861633,0.1829383822413247
0.17888255135861633,0.19375257976479554
0.17888255135861633,0.19482276490918174
0.17888255135861633,0.20630528674337198
0.17888255135861633,0.21801801750444727
0.17888255135861633,0.21938866656536313
0.17888255135861633,0.22497732555669864
0.17888255135861633,0.23405598881109818
0.17888255135861633,0.2352436341607655
0.17888255135861633,0.23739982513663355
0.17888255135861633,0.24199776677293064
0.17888255135861633,0.24253789728130798
0.17888255135861633,0.24440490396963171
0.17888255135861633,0.24694196161268867
0.17888255135861633,0.24919280097686647
0.17888255135861633,0.25035505591282015
0.17888255135861633,0.25709790335785426
0.17888255135861633,0.2572594281058258
0.17832539618983373,0.2608809057537637
0.1798238332777433,0.2640221600137702
0.1781627265643204,0.265993079412964
0.18233423657929654,0.2673549039658014
0.1813362701949306,0.2694133463761542
0.1812131211524488,0.27152910299381305
0.17802240793650598,0.2716457421057066
0.17873564987613855,0.2722515580864491
0.1779328371696361,0.27273305615320664
0.17437384107848253,0.2746885361820351
0.17519134667231856,0.2782017230147559
0.17502266672590547,0.2787880240874892
0.1773104119414122,0.280606264253352
0.1750677573542821,0.281885115174171
0.17501963177168012,0.28282761088636854
0.17560733028871373,0.2940152099611787
0.17671932972504534,0.2965764878311934
0.18042191292378937,0.2972211034420948
0.1787876555907685,0.29761119177486695
0.17728857994922692,0.2977446171719488
0.17912616958771888,0.2984335602896937
0.1760283505771889,0.29892338297467586
0.17539766939917556,0.3017015344765945
0.17914848494576238,0.30239112691313624
0.17402896863919556,0.3023979978328527
0.1712235653089785,0.3049518330279307
0.17427635575099504,0.30523033166961033
0.17660778453315512,0.3055345247601295
0.17518221803833514,0.3087096322202859
0.18615842494267817,0.30955596531985263
0.183565403143785,0.3097849463384381
0.1881093593025261,0.30979732593902204
0.183687491010057,0.31335508699247533
0.1861702164276961,0.31400734667446906
0.1816705900714324,0.3145553010605311
0.18169483841603212,0.31465979982593817
0.17864422282753387,0.31473208183096885
0.18135237419308853,0.3157539461960296
0.18283527882293255,0.3167397995716102
0.1845595382834824,0.3176671753485358
0.18636284916360732,0.3199501001919466
0.18538232427317125,0.3200666967833628
0.18826808456221739,0.3212229456341033
0.1908579000321005,0.32142225019684967
0.1905503019026265,0.32159369923853975
0.1925893975305738,0.32264735295626246
0.19225164365713138,0.3241003591847166
0.189331471787231,0.32445276434911113
0.18750033679296174,0.3256960947948383
0.18616422097106855,0.32590719717758093
0.18858962387139522,0.3264503291187836
0.1877813584759877,0.32683537413847225
0.1865924022654507,0.3276939831397824
0.18701837550264278,0.32878477501952375
0.18693931174499862,0.3323377256430547
0.1864836650051634,0.3327943767622529
0.1876884211336179,0.3344927491712408
0.190988976595283,0.3345138850798217
0.18671615502805308,0.3346768086017258
0.18629626379851857,0.3355683500409473
0.1866551453955253,0.33569825706206613
0.18617702806205622,0.33634910712055965
0.1911441387069689,0.3380035862300007
0.1865975937784149,0.3388120723882998
0.18318146584148765,0.3397858143896569
0.18225592677271435,0.34037654586680977
0.18483382234828716,0.3405030727701571
