line_Treat 0,line_Treat 1,line_Treat 2,bin_Treat 0,bin_Treat 1,bin_Treat 2
0.8593329835155431,0.5369073486441593,0.5084034795201416,0.07306594516594513,0.13375061327561327,0.20867738095238098
1.865185447997032,1.1242276398798379,1.120732070828434,0.10688317700817694,0.1689001443001443,0.2740750881834215
3.2799243194940395,2.0115415864097015,1.9548530112381315,0.14070040885040874,0.20404967532467533,0.33947279541446207
4.672904387835454,3.0755558601307245,2.6980216943452944,0.17451764069264059,0.23919920634920636,0.40487050264550256
5.393755235603189,4.018260330332531,2.946427704030789,0.20833487253487237,0.2743487373737374,0.4702682098765431
5.044020485847996,4.4861352955077365,2.5460396536963423,0.24215210437710422,0.30949826839826844,0.5356659171075837
3.8215866964464764,4.279829926116098,1.74081876485986,0.275969336219336,0.34464779942279944,0.6010636243386241
2.3458047354081653,3.488996243868595,0.9418049693343967,0.30978656806156785,0.37979733044733044,0.6664613315696647
1.166598109760961,2.4304928028433705,0.4031692658980176,0.34360379990379963,0.4149468614718615,0.7318590388007052
0.47003689174719215,1.446798412637598,0.1365629470118805,0.3774210317460315,0.4500963924963925,0.7972567460317458
,0.7359385530204484,,,0.48524592352092355,
,0.3198857782246318,,,0.5203954545454545,
,0.11881414761466579,,,0.5555449855699857,
,0.03771040770994979,,,0.5906945165945165,
,0.010227609685293359,,,0.6258440476190477,
